,Unnamed: 0,filename,n_samples,epoch,time,f1_macro,hidden_layer_sizes,max_iter,early_stopping,iteration
170,170,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,2,0.044588565826416,0.4169050283961364,(),1000,True,2.0
171,171,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,3,0.0406775474548339,0.6473955016870504,(),1000,True,2.0
172,172,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,4,0.05184006690979,0.5011111111111112,(),1000,True,2.0
173,173,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,5,0.0332529544830322,0.3917540181691125,(),1000,True,2.0
174,174,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,0,0.1012864112854003,0.6448937384110683,(),1000,True,2.0
175,175,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,1,0.0387449264526367,0.5098118912135085,(),1000,True,2.0
176,176,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,2,0.0444183349609375,0.5245742936200034,(),1000,True,2.0
177,177,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,3,0.0909807682037353,0.5555306377221113,(),1000,True,2.0
178,178,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,4,0.0411326885223388,0.4383226408843106,(),1000,True,2.0
179,179,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,5,0.0801844596862793,0.5262361041977767,(),1000,True,2.0
180,180,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,0,0.1999046802520752,0.6179791107636614,(),1000,True,2.0
181,181,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,1,0.2683370113372803,0.5575155279503106,(),1000,True,2.0
182,182,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,2,0.1769320964813232,0.5720241171403962,(),1000,True,2.0
183,183,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,3,0.184441328048706,0.4913495055339027,(),1000,True,2.0
184,184,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,4,0.2729053497314453,0.6777182780404134,(),1000,True,2.0
