,filename,n_samples,epoch,time,f1_macro
50,2025-05-05-google-bert/bert-base-uncased-5e-05-data,1500,1,1.7023165225982666,0.5502202627349007
51,2025-05-05-google-bert/bert-base-uncased-5e-05-data,1500,2,1.2016515731811523,0.5560106657583387
52,2025-05-05-google-bert/bert-base-uncased-5e-05-data,1500,3,1.406264066696167,0.5614798342215154
53,2025-05-05-google-bert/bert-base-uncased-5e-05-data,1500,4,0.9950394630432129,0.5956909476484377
54,2025-05-05-google-bert/bert-base-uncased-5e-05-data,1500,5,0.8064916133880615,0.5542101444186972
55,2025-05-05-google-bert/bert-base-uncased-5e-06-data,1500,1,0.9916958808898926,0.4944547140252557
56,2025-05-05-google-bert/bert-base-uncased-5e-06-data,1500,2,1.0957605838775635,0.4882478632478633
57,2025-05-05-google-bert/bert-base-uncased-5e-06-data,1500,3,1.204289436340332,0.4441826083588855
58,2025-05-05-google-bert/bert-base-uncased-5e-06-data,1500,4,1.8825066089630127,0.4890622915833
59,2025-05-05-google-bert/bert-base-uncased-5e-06-data,1500,5,1.2920098304748535,0.45989590023270854
