err,generation,time,N_dims,n_population_ratio,n_population,num_parents_mating_ratio,num_parents_mating,elitism_ratio,n_elitism,seed,passing,counter
0.029759805099572226,218,0.13341569900512695,5,1.0,5,0.1,2,0.0,0,42,"[True, True, True]",238
0.09073759202582406,172,0.10953521728515625,5,1.0,5,0.1,2,0.0,0,18,"[True, True, True]",192
0.048180042162271564,211,0.1315147876739502,5,1.0,5,0.1,2,0.0,0,2306406,"[True, True, True]",231
0.14926362732250617,129,0.09262251853942871,5,1.0,5,0.1,2,0.0,0,98,"[True, True, True]",149
0.14951193353231537,119,0.0831155776977539,5,1.0,5,0.1,2,0.0,0,12471,"[True, True, True]",139
0.06097546558568043,170,0.1084449291229248,5,1.0,5,0.1,2,0.0,0,41274,"[True, True, True]",190
0.06670881578843989,192,0.12177801132202148,5,1.0,5,0.1,2,0.0,0,5328,"[True, True, True]",212
0.12735687138993035,144,0.09348058700561523,5,1.0,5,0.1,2,0.0,0,1247,"[True, True, True]",164
0.11638527844569127,198,0.12712836265563965,5,1.0,5,0.1,2,0.0,0,125732,"[True, True, True]",218
0.09177737328542594,140,0.09230303764343262,5,1.0,5,0.1,2,0.0,0,31253,"[True, True, True]",160
0.021670957792476183,166,0.147446870803833,5,1.0,5,0.1,2,0.5,1,42,"[True, True, True]",186
0.06985502501651518,206,0.16685080528259277,5,1.0,5,0.1,2,0.5,1,18,"[True, True, True]",226
0.06827914067477221,150,0.13063955307006836,5,1.0,5,0.1,2,0.5,1,2306406,"[True, True, True]",170
0.014871114808690663,183,0.1461811065673828,5,1.0,5,0.1,2,0.5,1,98,"[True, True, True]",203
0.06635811658406798,137,0.11331462860107422,5,1.0,5,0.1,2,0.5,1,12471,"[True, True, True]",157
0.1070805362089612,171,0.13753557205200195,5,1.0,5,0.1,2,0.5,1,41274,"[True, True, True]",191
0.0631345866166447,133,0.12239980697631836,5,1.0,5,0.1,2,0.5,1,5328,"[True, True, True]",153
0.10934144046784729,129,0.10776805877685547,5,1.0,5,0.1,2,0.5,1,1247,"[True, True, True]",149
0.03819404601247083,154,0.13472437858581543,5,1.0,5,0.1,2,0.5,1,125732,"[True, True, True]",174
0.1439475792075693,189,0.1500246524810791,5,1.0,5,0.1,2,0.5,1,31253,"[True, True, True]",209
0.06357179097948061,205,0.12708568572998047,5,1.0,5,0.1,2,1.0,2,42,"[True, True, True]",225
0.12614033582206657,164,0.11184883117675781,5,1.0,5,0.1,2,1.0,2,18,"[True, True, True]",184
0.07631991024402028,204,0.12858343124389648,5,1.0,5,0.1,2,1.0,2,2306406,"[True, True, True]",224
